Team,Year,Sagarin,Zsagarin,FrNbrRecruits,Fr5star,Fr4star,Fr3star,Fravg,Frpoints,Sonbrrecruits,So5star,So4star,So3star,Soavg,Sopoints,Jrnbrrecruits,Jr5star,Jr4star,Jr3star,Jravg,Jrpoints,Srnbrrecruits,Sr5star,Sr4star,Sr3star,Sravg,Srpoints,Rssrnbrrecruits,Rssr5star,Rssr4star,Rssr3star,Rssravg,Rssrpoints,conference,lysagarin,z_lysagarin,tyasagarin,z_tyasagarin,retoff,retdef,qbret,bowl,bowlwin,coachexp_school,coachexp_total,lindys,BigTen,SEC,BigTwelve,ACC,PacTen,Bigeast,Ind
Texas A&M,2013,83.56,0.675556783,31,0,15,15,3.45,2332,19,1,6,12,3.42,1647,22,0,3,15,2.95,1098,24,0,9,13,3.29,1572,28,1,4,21,3.14,1403,SEC,93.31,1.767826493,85.87,0.933162392,6,4,1,1,1,1,5,5,0,1,0,0,0,0,0
Texas Tech,2013,79.64,0.320468195,23,0,1,12,2.61,1344,26,0,3,21,3.04,1139,27,0,6,19,3.15,1457,25,0,5,15,3,986,25,0,5,15,3,1110,bigtwelve,77.71,0.182903558,73.17,-0.291252533,7,7,0,1,1,0,0,51,0,0,1,0,0,0,0
UCF,2013,82.02,0.536057695,18,0,0,11,2.61,1035,17,0,0,13,2.76,116,29,0,3,19,2.86,778,22,0,2,12,2.73,515,24,0,1,8,2.42,315,Bigeast,76.17,0.026443217,67.61,-0.827295603,6,5,1,1,1,9,16,43,0,0,0,0,0,1,0
UCLA,2013,89.39,1.203660474,24,0,17,6,3.67,2384,26,1,8,14,3.27,1731,16,0,3,10,3,636,23,1,12,10,3.61,2105,27,0,11,14,3.33,1752,pacten,78.51,0.264181657,70.18,-0.579520299,6,5,1,1,0,1,1,23,0,0,0,0,1,0,0
Utah,2013,78.49,0.216296798,23,0,1,20,2.96,1455,28,0,5,19,3.04,1088,19,0,2,14,2.95,853,22,0,4,16,3.09,1156,25,1,2,14,2.84,886,pacten,71.27,-0.47138514,75.92,-0.026123317,6,5,1,0,0,8,8,69,0,0,0,0,1,0,0
Vanderbilt,2013,77.76,0.150170607,26,0,5,20,3.15,1870,22,0,3,19,3.14,1069,21,0,0,15,2.71,285,24,0,1,17,2.79,469,18,0,0,13,2.72,251,SEC,80.77,0.493792288,74.94,-0.120605729,6,6,0,1,1,2,2,32,0,1,0,0,0,0,0
Virginia,2013,60.57,-1.406965318,22,1,2,15,3,1660,26,0,4,16,2.92,1126,26,0,5,17,3.04,1144,18,0,1,12,2.78,392,25,0,5,11,2.84,1110,ACC,64.65,-1.143961411,69.17,-0.676895029,5,7,0,0,0,3,5,79,0,0,0,1,0,0,0
Virginia Tech,2013,75.91,-0.017409466,19,1,3,15,3.26,1758,28,0,7,19,3.18,1429,21,0,4,14,3.05,928,20,0,5,15,3.25,1550,22,0,5,14,3.09,1357,ACC,74.37,-0.156432506,79.14,0.284318892,3,9,1,1,1,26,32,38,0,0,0,1,0,0,0
Wake Forest,2013,64.72,-1.031042451,23,0,0,16,2.7,1245,19,0,0,16,2.84,409,14,0,0,11,2.79,288,19,0,1,12,2.74,377,23,0,0,11,2.48,331,ACC,61.11,-1.503617,68.42,-0.749202997,7,8,1,0,0,12,18,84,0,0,0,1,0,0,0
Washington,2013,88.39,1.11307665,22,0,7,15,3.32,1906,25,1,5,14,3.08,1452,23,0,5,15,3.09,1300,31,0,5,24,3.1,1214,19,0,1,15,2.89,286,pacten,75.05,-0.087346122,74.52,-0.161098191,8,7,1,1,0,4,4,30,0,0,0,0,1,0,0
Washington St.,2013,76.21,0.009765681,22,0,1,16,2.82,1335,27,0,2,15,2.7,602,27,0,1,12,2.52,274,26,0,0,14,2.46,130,22,0,0,12,2.55,120,pacten,62.65,-1.347156659,66.14,-0.96901922,5,9,0,0,0,1,11,67,0,0,0,0,1,0,0
West Virginia,2013,66.75,-0.847157289,28,0,2,22,2.96,1722,28,0,1,24,2.93,787,22,0,3,15,2.95,624,20,0,5,13,3.15,1281,25,0,6,15,3.08,1234,bigtwelve,75.44,-0.047723048,81.78,0.53884294,3,6,0,1,0,2,2,55,0,0,1,0,0,0,0
Wisconsin,2013,85.79,0.877558709,17,0,3,11,3,1268,12,0,3,7,3.08,587,20,0,3,15,3.05,767,24,0,0,21,2.88,160,21,0,5,11,3,923,bigten,81.02,0.519191694,88.67,1.203112139,6,6,1,1,0,0,4,26,1,0,0,0,0,0,0
Alabama,2014,97.42,1.782878287,26,6,13,6,3.92,3263,25,4,13,8,3.84,3166,26,3,14,9,3.77,2621,22,3,14,5,3.91,2632,26,1,15,9,3.62,2308,SEC,93.37,1.590959047,99.4,2.377394907,7,4,0,1,0,7,18,2,0,1,0,0,0,0,0
Arizona,2014,77.17,0.16404016,23,0,6,13,3.09,1675,25,0,2,18,2.88,1548,24,0,2,17,2.88,808,21,0,1,15,2.81,435,23,0,4,16,3.04,1036,pacten,83.32,0.689574512,76.18,0.070930143,5,6,0,1,1,2,12,42,0,0,0,0,1,0,0
Arizona State,2014,81.74,0.529377949,26,0,7,18,3.23,1918,24,0,3,18,3,1582,23,0,3,15,2.91,944,14,0,2,7,2.64,413,26,0,5,17,3.04,1083,pacten,85.51,0.885995619,79.87,0.437461366,6,2,1,1,0,2,8,30,0,0,0,0,1,0,0
Arkansas,2014,88.64,1.080982052,24,0,3,17,2.96,1671,23,0,4,14,2.96,1691,24,0,2,21,3.04,1001,30,0,4,24,3.07,1189,25,0,3,18,2.96,766,SEC,66.21,-0.845021449,70.64,-0.479363344,7,4,1,0,0,1,8,67,0,1,0,0,0,0,0
Auburn,2014,88.56,1.074586642,24,3,11,8,3.63,2382,23,2,9,12,3.57,2384,21,0,13,8,3.62,1951,24,1,13,10,3.63,2194,32,3,13,13,3.5,2485,SEC,91.76,1.446558141,65.86,-0.954165307,7,6,1,1,0,1,2,6,0,1,0,0,0,0,0
Baylor,2014,90.62,1.239268447,23,0,2,18,2.96,1505,22,0,3,15,2.95,1618,24,0,3,18,3,810,19,0,1,16,2.95,628,23,0,4,17,3.09,1025,bigtwelve,89.28,1.224126933,82.64,0.712608109,6,3,1,1,0,6,11,10,0,0,1,0,0,0,0
Boston College,2014,74.34,-0.062197465,28,0,3,15,2.78,1441,15,0,0,8,2.53,855,16,0,2,8,2.75,468,23,0,4,9,2.74,834,21,0,2,14,2.86,815,ACC,70.6,-0.451282334,60.42,-1.494525699,3,7,0,1,0,1,3,66,0,0,0,1,0,0,0
California,2014,71.16,-0.316415008,21,0,3,11,2.81,1390,26,0,3,19,2.96,1600,19,0,7,10,3.26,1316,22,0,10,12,3.45,1646,19,2,7,10,3.58,1875,pacten,58.54,-1.532943776,66.64,-0.876687162,8,5,1,0,0,1,4,82,0,0,0,0,1,0,0
Cincinnati,2014,71.56,-0.284437958,21,0,1,11,2.62,1121,20,0,0,12,2.6,1065,29,0,0,25,2.86,756,24,0,1,20,2.92,605,22,0,1,10,2.55,490,Bigeast,69.66,-0.535590937,77.81,0.232839599,5,7,0,1,0,1,18,24,0,0,0,0,0,1,0
Clemson,2014,86.98,0.948277297,22,1,7,12,3.32,2116,23,0,10,10,3.3,2131,20,0,9,11,3.45,1680,29,4,6,15,3.34,2173,23,0,9,13,3.35,1551,ACC,87.22,1.039365525,85.21,0.967888662,5,6,0,1,1,6,6,17,0,0,0,1,0,0,0
Colorado,2014,62.38,-1.018311243,22,0,1,12,2.67,1170,19,0,0,13,2.68,1095,27,0,2,20,2.89,965,19,0,0,13,2.68,256,22,0,0,15,2.68,399,pacten,66.42,-0.826186548,52.89,-2.242487787,7,8,1,0,0,1,4,77,0,0,0,0,1,0,0
Connecticut,2014,44.71,-2.430897401,15,0,0,3,2.21,435,25,0,0,12,2.48,1155,23,0,0,9,2.39,214,16,0,0,8,2.5,88,20,0,0,9,2.45,202,Bigeast,58.28,-1.556263177,64.35,-1.104155048,6,10,1,0,0,0,0,96,0,0,0,0,0,1,0
Duke,2014,74.94,-0.014231891,18,0,0,16,2.89,1215,20,0,0,11,2.55,1095,20,0,1,10,2.6,621,20,0,0,11,2.55,238,20,0,0,10,2.5,314,ACC,75.97,0.030352985,67.97,-0.744576993,8,6,1,1,0,6,12,35,0,0,0,1,0,0,0
East Carolina,2014,69.46,-0.452317468,26,0,0,4,2.16,945,25,0,0,6,2.25,810,19,0,0,11,2.58,324,26,0,1,8,2.38,295,21,0,0,11,2.52,251,Bigeast,72.54,-0.277283727,65.24,-1.015750499,6,4,1,1,1,4,4,51,0,0,0,0,0,1,0
Florida,2014,81.62,0.519784835,24,1,12,11,3.58,2389,29,2,14,12,3.59,2792,23,3,11,8,3.7,2421,19,0,11,8,3.58,1851,28,4,18,5,3.89,2938,SEC,73.43,-0.197459624,89.84,1.427790982,6,7,0,0,0,3,3,25,0,1,0,0,0,0,0
Florida State,2014,84.48,0.748420738,28,3,13,10,3.61,2636,21,2,9,9,3.57,2352,19,3,10,5,3.79,2263,18,0,8,10,3.44,2365,24,2,8,14,3.5,1953,ACC,101.9,2.356014777,87.5,1.195356548,7,5,1,1,1,4,4,1,0,0,0,1,0,0,0
Georgia,2014,95.17,1.603007384,21,1,12,7,3.62,2441,33,0,16,17,3.48,2226,19,2,6,10,3.47,1775,26,2,12,11,3.58,2309,19,0,9,9,3.42,1581,SEC,81.96,0.567596107,92.15,1.657245487,5,6,0,1,0,13,13,12,0,1,0,0,0,0,0
Georgia Tech,2014,87.25,0.969861805,21,0,1,18,2.95,1365,14,0,0,10,2.71,885,17,0,2,13,3,587,22,0,1,18,2.91,759,18,0,5,11,3.17,950,ACC,77.14,0.13529029,75.92,0.045104095,6,7,0,1,0,6,17,47,0,0,0,1,0,0,0
Houston,2014,67.88,-0.578626813,24,0,0,2,2.08,900,25,0,0,17,2.68,1365,24,0,1,16,2.75,531,22,0,0,16,2.73,262,27,0,2,18,2.81,835,Bigeast,73.84,-0.160686722,61.23,-1.414067626,6,7,1,1,0,2,2,56,0,0,0,0,0,1,0
Illinois,2014,65.61,-0.760096569,17,0,0,12,2.71,1035,25,0,2,14,2.72,1425,19,0,0,14,2.74,459,27,0,1,21,2.85,711,21,0,1,11,2.62,367,bigten,66.33,-0.834258649,58.11,-1.723980204,6,6,0,0,0,2,5,68,1,0,0,0,0,0,0
Indiana,2014,64.24,-0.869617963,26,0,2,16,2.77,1470,23,0,5,13,3,1525,25,0,0,18,2.72,436,21,0,1,12,2.67,384,25,0,0,11,2.44,115,bigten,72.06,-0.320334928,67.47,-0.79424247,8,9,1,0,0,3,3,69,1,0,0,0,0,0,0
Iowa,2014,73.24,-0.150134351,19,0,2,11,2.79,1200,21,0,0,17,2.81,1335,24,0,4,15,2.96,853,24,0,4,16,3,1065,21,0,4,13,3,977,bigten,78.68,0.273412895,68.79,-0.66312561,6,5,1,1,0,15,18,26,1,0,0,0,0,0,0
Iowa State,2014,61.42,-1.095056161,25,0,1,11,2.52,1245,25,0,1,12,2.56,1245,21,0,0,16,2.76,140,23,0,0,15,2.65,478,28,0,2,16,2.71,472,bigtwelve,67.06,-0.768784946,74.15,-0.130711694,8,4,0,0,0,5,5,53,0,0,1,0,0,0,0
Kansas,2014,58.32,-1.342878294,23,0,1,13,2.65,1275,24,0,2,19,2.96,1440,20,0,0,15,2.75,285,27,0,2,21,2.93,899,18,0,2,12,2.89,555,bigtwelve,58.41,-1.544603477,63.57,-1.181633193,4,9,0,0,0,2,7,85,0,0,1,0,0,0,0
Kansas State,2014,84.44,0.745223033,20,0,2,12,2.8,1365,19,0,2,9,2.72,1110,21,0,1,14,2.76,580,25,0,0,17,2.68,291,17,0,2,12,2.94,458,bigtwelve,83.39,0.695852812,88.98,1.342366361,6,4,1,1,1,22,22,16,0,0,1,0,0,0,0
Kentucky,2014,73.14,-0.158128613,28,0,10,17,3.32,2016,23,0,3,17,3.05,1641,26,0,1,21,2.88,504,24,0,1,21,2.96,357,26,0,1,18,2.77,742,SEC,60.92,-1.319481568,63.99,-1.139914192,6,5,0,0,0,1,1,81,0,1,0,0,0,0,0
Louisville,2014,80.56,0.435045654,22,0,0,18,2.82,1455,17,0,2,13,3,1342,22,0,3,16,3,873,20,0,4,15,3.15,1086,28,0,3,18,2.86,778,ACC,85.05,0.844738218,79.98,0.44838777,6,4,0,1,1,4,9,31,0,0,0,1,0,0,0
LSU,2014,85.69,0.845151313,23,2,14,6,3.74,2844,26,2,15,9,3.73,2643,22,0,9,12,3.36,1567,22,3,9,9,3.64,2224,29,1,15,13,3.59,2255,SEC,87.22,1.039365525,87.63,1.208269572,6,6,0,1,1,9,13,11,0,1,0,0,0,0,0
Maryland,2014,72.75,-0.189306236,17,1,3,9,3.06,1297,22,1,4,10,2.95,1589,23,1,2,14,2.91,975,21,0,1,15,2.81,692,21,0,4,15,3.1,1058,bigten,66.79,-0.793001247,63.28,-1.21043917,8,9,1,1,0,3,15,59,1,0,0,0,0,0,0
Memphis,2014,76.15,0.082498684,21,0,0,4,2.21,810,29,0,0,6,2.21,840,26,0,0,11,2.42,341,29,0,0,17,2.59,309,27,0,1,13,2.48,511,Bigeast,60.46,-1.36073897,58.6,-1.675308037,7,8,1,0,0,2,2,98,0,0,0,0,0,1,0
Miami-FL,2014,74.94,-0.014231891,27,1,8,17,3.38,2148,18,0,9,8,3.44,1838,33,2,8,23,3.36,1975,16,0,2,13,3.06,855,29,1,6,18,3.14,1575,ACC,73.86,-0.158892922,75.27,-0.019461025,5,5,0,1,0,3,8,27,0,0,0,1,0,0,0
Michigan,2014,70.86,-0.340397795,16,1,6,8,3.44,1641,27,1,16,9,3.63,2661,25,2,10,13,3.56,2132,20,0,6,13,3.25,1314,27,0,6,20,3.19,1479,bigten,75.75,0.010621185,82.25,0.673869037,7,8,1,1,0,3,11,20,1,0,0,0,0,0,0
Michigan State,2014,93.49,1.468703776,22,1,6,13,3.27,1897,18,0,3,14,3.11,1478,18,0,3,14,3.11,876,21,0,2,17,3,1028,22,1,4,12,3.05,1193,bigten,90.76,1.356868138,78.15,0.266612124,6,5,1,1,1,7,10,7,1,0,0,0,0,0,0
Minnesota,2014,76.35,0.098487208,21,0,1,12,2.67,1307,19,0,0,14,2.74,1215,27,0,0,19,2.7,333,24,0,0,19,2.79,468,25,0,2,18,2.88,702,bigten,72.06,-0.320334928,69.22,-0.6204133,4,6,0,1,0,3,20,52,1,0,0,0,0,0,0
Mississippi State,2014,89.32,1.135343036,24,0,2,15,2.79,1493,21,1,2,16,3.1,1712,28,0,4,21,3.04,1056,22,0,1,21,3.05,673,26,0,5,14,2.92,1032,SEC,79.58,0.354133898,76.8,0.132515335,6,6,1,1,1,5,5,43,0,1,0,0,0,0,0
Missouri,2014,85.19,0.805180001,28,0,2,18,2.79,1540,20,0,1,18,3,1462,19,1,1,16,3.11,1037,17,0,1,16,3.06,607,23,0,7,16,3.3,1446,SEC,90.33,1.318301436,77.14,0.16628786,4,4,0,1,1,13,23,40,0,1,0,0,0,0,0
NC State,2014,73.16,-0.156529761,28,0,3,21,2.96,1651,23,0,0,19,2.83,1425,22,0,0,17,2.77,618,20,0,1,13,2.75,134,19,1,4,9,3.05,1092,ACC,59.79,-1.420831272,70.65,-0.478370035,5,4,0,0,0,1,3,61,0,0,0,1,0,0,0
Nebraska,2014,81.02,0.471819261,24,0,4,14,2.92,1585,25,0,5,19,3.16,1921,17,0,6,11,3.35,1257,19,0,11,7,3.53,1698,21,0,8,10,3.24,1407,bigten,76.82,0.106589488,81.06,0.555665201,5,6,1,1,1,6,6,21,1,0,0,0,0,0,0
North Carolina,2014,67.57,-0.603409026,22,1,4,16,3.23,1818,17,0,2,15,3.12,1460,23,0,3,18,3.04,813,25,0,9,14,3.28,1661,21,0,4,16,3.14,1195,ACC,75.68,0.004342884,76.7,0.12258224,7,6,0,1,1,2,6,41,0,0,0,1,0,0,0
Northwestern,2014,69.34,-0.461910583,15,0,4,7,3,1147,19,0,1,15,2.89,1335,21,0,2,12,2.76,525,17,0,0,15,2.88,126,17,0,0,16,2.94,281,bigten,70.08,-0.497921135,81.72,0.621223631,7,9,0,0,0,8,8,71,1,0,0,0,0,0,0
Notre Dame,2014,79.78,0.372690407,23,1,10,12,3.52,2211,24,4,14,6,3.92,2893,17,1,8,7,3.53,1521,23,2,8,12,3.48,1976,23,0,10,12,3.39,1618,Ind,79.8,0.373865699,91.08,1.550961365,5,4,1,1,1,4,23,19,0,0,0,0,0,0,1
Ohio State,2014,100.81,2.053883781,23,1,15,7,3.74,2734,24,2,16,6,3.83,2903,25,2,14,9,3.72,2382,23,1,9,12,3.43,1927,19,0,8,9,3.32,1327,bigten,86.57,0.981067023,85.37,0.983781615,5,6,0,1,0,2,12,5,1,0,0,0,0,0,0
Oklahoma,2014,81.48,0.508592867,27,1,8,14,3.22,2110,24,0,7,14,3.17,2068,25,1,11,13,3.52,1937,17,2,7,8,3.65,1722,29,0,16,13,3.55,2213,bigtwelve,88.08,1.116498928,85.7,1.01656083,4,8,0,1,1,15,15,3,0,0,1,0,0,0,0
Oklahoma State,2014,72.41,-0.216486728,27,0,4,17,2.93,1737,23,0,3,17,3,1564,24,0,3,17,2.96,1015,27,0,2,22,2.96,1096,27,0,5,22,3.19,1170,bigtwelve,88.04,1.112911328,83.56,0.803992588,6,4,1,1,0,9,9,37,0,0,1,0,0,0,0
Ole Miss,2014,89.94,1.184907463,25,0,7,17,3.24,1965,27,3,9,15,3.56,2496,19,0,2,14,2.95,907,27,1,5,21,3.26,1573,25,0,8,16,3.28,1554,SEC,80.49,0.435751801,80.91,0.540765558,3,6,1,1,1,2,5,18,0,1,0,0,0,0,0
Oregon,2014,95.71,1.646176401,20,0,5,13,3.15,1747,19,1,7,7,3.26,1778,21,0,10,9,3.38,1641,23,2,9,12,3.57,2048,23,1,10,9,3.39,1851,pacten,93.58,1.609793948,93.91,1.832067967,9,5,1,1,1,1,1,4,0,0,0,0,1,0,0
Oregon State,2014,65.71,-0.752102306,26,0,0,17,2.65,1290,25,0,1,21,2.92,1500,23,0,2,16,2.87,917,24,0,1,15,2.71,435,18,0,4,12,3.11,924,pacten,79.72,0.366690499,83.78,0.825845398,6,6,1,1,1,13,13,49,0,0,0,0,1,0,0
Penn State,2014,73.73,-0.110962465,25,0,6,18,3.2,1797,17,1,3,8,3,1456,19,0,2,11,2.79,708,16,0,5,8,3.13,890,20,0,12,7,3.55,1852,bigten,73.47,-0.193872023,78.83,0.334157173,4,7,1,0,0,0,3,38,1,0,0,0,0,0,0
Pittsburgh,2014,70.84,-0.341996647,23,0,4,15,3,1428,27,1,2,15,2.81,1568,16,0,4,10,3.13,795,20,0,2,10,2.7,385,24,0,4,19,3.13,1144,ACC,72.94,-0.241407725,72.4,-0.304540865,5,5,0,1,1,2,2,55,0,0,0,1,0,0,0
Purdue,2014,62.3,-1.024706653,19,0,1,8,2.53,1080,23,0,1,15,2.74,1294,26,0,2,22,3,1005,15,0,0,11,2.73,100,24,0,1,13,2.63,564,bigten,51.65,-2.150907901,68.63,-0.679018563,7,7,1,0,0,1,3,92,1,0,0,0,0,0,0
Rutgers,2014,70.72,-0.351589762,25,0,0,15,2.6,1230,22,0,1,16,2.82,1452,19,1,4,13,3.26,1296,24,0,4,15,2.96,1014,24,0,2,14,2.75,454,bigten,61.85,-1.236069865,74.62,-0.084026146,9,5,1,1,0,2,2,74,1,0,0,0,0,0,0
South Carolina,2014,77.61,0.199214914,21,0,10,11,3.48,2033,21,0,8,13,3.38,1962,25,0,8,15,3.24,1534,32,1,6,25,3.25,1638,23,1,5,11,3.04,1342,SEC,88.99,1.198116832,90.1,1.45361703,8,6,0,1,1,9,24,9,0,1,0,0,0,0,0
South Florida,2014,52.74,-1.788958134,28,0,2,21,2.89,1456,24,0,2,16,2.83,1410,20,0,2,16,3,780,21,0,1,16,2.86,322,20,0,2,13,2.85,464,Bigeast,53.66,-1.970630994,64.88,-1.051509642,7,4,1,0,0,1,4,99,0,0,0,0,0,1,0
Southern Cal,2014,83.86,0.698856311,19,2,9,8,3.68,2220,12,5,7,0,4.42,2193,15,3,10,2,4.07,2040,30,1,14,13,3.47,2315,20,5,14,1,4.2,3003,pacten,84.55,0.799893216,78.32,0.283498386,5,8,1,0,0,0,5,15,0,0,0,0,1,0,0
Southern Methodist,2014,39.16,-2.874578962,22,0,0,3,2.16,690,22,0,0,7,2.32,1065,22,0,0,13,2.59,125,27,0,1,20,2.81,504,26,0,0,16,2.62,297,Bigeast,61.57,-1.261183066,72.94,-0.250902149,6,6,0,0,0,6,15,80,0,0,0,0,0,1,0
Stanford,2014,84.34,0.737228771,20,0,9,11,3.45,2115,12,0,4,8,3.33,1176,22,3,10,9,3.73,2297,19,0,7,11,3.32,1311,23,0,5,16,3.13,1314,pacten,91.57,1.429517041,87.85,1.230122382,4,7,1,1,0,3,3,13,0,0,0,0,1,0,0
Syracuse,2014,62.93,-0.9743428,24,0,1,15,2.71,1308,19,0,0,11,2.58,1035,21,0,0,13,2.62,437,26,0,0,12,2.46,250,29,0,1,11,2.38,277,ACC,70.91,-0.423478433,77.61,0.212973408,6,8,1,1,1,1,1,60,0,0,0,1,0,0,0
TCU,2014,99.61,1.957952633,24,0,1,12,2.61,1313,23,0,2,17,2.95,1620,22,0,3,17,3.05,952,25,0,2,23,3.08,1122,18,0,2,16,3.11,823,bigtwelve,74.11,-0.136470421,78.39,0.290451553,6,8,0,0,0,13,13,45,0,0,1,0,0,0,0
Temple,2014,65.02,-0.807262716,25,0,1,12,2.56,1200,21,0,0,7,2.33,885,29,0,0,5,2.17,228,21,0,0,4,2.19,80,25,0,0,7,2.28,299,Bigeast,58.73,-1.515902676,63.34,-1.204479312,4,5,1,0,0,1,1,90,0,0,0,0,0,1,0
Tennessee,2014,81.5,0.51019172,31,2,16,13,3.65,2600,21,0,5,15,3.19,1820,21,0,10,9,3.38,1595,27,0,12,14,3.41,1811,25,1,12,9,3.44,2048,SEC,71.86,-0.338272929,73.5,-0.195276815,4,4,1,0,0,1,7,57,0,1,0,0,0,0,0
Texas,2014,72.42,-0.215687302,23,0,6,15,3.17,1931,15,0,9,6,3.6,1737,28,2,15,10,3.64,2481,22,1,15,6,3.77,2322,25,2,19,4,3.92,2728,bigtwelve,78.63,0.268928395,83.63,0.810945754,8,8,1,1,0,0,4,22,0,0,1,0,0,0,0
Texas A&M,2014,83.11,0.638899344,21,3,10,7,3.71,2558,31,0,15,15,3.45,2332,19,1,6,12,3.42,1647,22,0,3,15,2.95,1098,24,0,9,13,3.29,1572,SEC,83.56,0.711100112,93.31,1.772469394,5,9,0,1,1,2,6,29,0,1,0,0,0,0,0
Texas Tech,2014,66.49,-0.68974706,25,0,1,19,2.84,1440,23,0,1,12,2.61,1344,26,0,3,21,3.04,1139,27,0,6,19,3.15,1457,25,0,5,15,3,986,bigtwelve,79.64,0.359515298,77.71,0.222906504,6,3,1,1,1,1,1,33,0,0,1,0,0,0,0
Tulane,2014,53.29,-1.744989691,23,0,0,5,2.22,870,23,0,0,7,2.3,1005,16,0,1,6,2.5,181,22,0,0,5,2.23,85,24,0,0,3,2.13,75,Bigeast,64.14,-1.030679757,52.95,-2.236527929,5,5,0,1,0,2,2,109,0,0,0,0,0,1,0
Tulsa,2014,48.45,-2.131911989,23,0,0,4,2.17,900,21,0,1,5,2.33,1035,20,0,0,14,2.7,130,23,0,0,12,2.52,120,25,0,0,17,2.68,309,Bigeast,55.86,-1.773312986,75.81,0.03417769,4,6,0,0,0,3,3,111,0,0,0,0,0,1,0
UCF,2014,71.22,-0.31161845,17,0,1,9,2.65,1046,18,0,0,11,2.61,1035,17,0,0,13,2.76,116,29,0,3,19,2.86,778,22,0,2,12,2.73,515,Bigeast,82.02,0.572977507,76.17,0.069936834,6,8,0,1,1,10,17,28,0,0,0,0,0,1,0
UCLA,2014,84.29,0.73323164,18,0,11,7,3.61,1974,24,0,17,6,3.67,2384,26,1,8,14,3.27,1731,16,0,3,10,3,636,23,1,12,10,3.61,2105,pacten,89.39,1.233992833,78.51,0.302371267,8,8,1,1,1,2,2,8,0,0,0,0,1,0,0
Utah,2014,82.39,0.581340655,19,0,1,10,2.63,1149,23,0,1,20,2.96,1455,28,0,5,19,3.04,1088,19,0,2,14,2.95,853,22,0,4,16,3.09,1156,pacten,78.49,0.256371794,71.27,-0.416784843,8,6,1,0,0,9,9,65,0,0,0,0,1,0,0
Vanderbilt,2014,57.21,-1.431614607,22,0,3,11,2.77,1317,26,0,5,20,3.15,1870,22,0,3,19,3.14,1069,21,0,0,15,2.71,285,24,0,1,17,2.79,469,SEC,77.76,0.190898092,80.77,0.526859225,6,4,0,1,1,0,0,62,0,1,0,0,0,0,0
Virginia,2014,72.69,-0.194102794,17,2,2,7,3,1449,22,1,2,15,3,1660,26,0,4,16,2.92,1126,26,0,5,17,3.04,1144,18,0,1,12,2.78,392,ACC,60.57,-1.350873069,64.65,-1.074355762,6,8,0,0,0,4,6,70,0,0,0,1,0,0,0
Virginia Tech,2014,75.24,0.009750896,27,0,8,14,3.11,1792,19,1,3,15,3.26,1758,28,0,7,19,3.18,1429,21,0,4,14,3.05,928,20,0,5,15,3.25,1550,ACC,75.91,0.024971585,74.37,-0.108858884,7,4,0,1,0,27,33,39,0,0,0,1,0,0,0
Wake Forest,2014,56.46,-1.491571574,25,0,0,11,2.44,1200,23,0,0,16,2.7,1245,19,0,0,16,2.84,409,14,0,0,11,2.79,288,19,0,1,12,2.74,377,ACC,64.72,-0.978659555,61.11,-1.425987341,3,5,0,0,0,0,14,78,0,0,0,1,0,0,0
Washington,2014,74.07,-0.083781973,23,0,3,14,2.91,1503,22,0,7,15,3.32,1906,25,1,5,14,3.08,1452,23,0,5,15,3.09,1300,31,0,5,24,3.1,1214,pacten,88.39,1.14430283,75.05,-0.041313835,6,8,0,1,1,0,8,23,0,0,0,0,1,0,0
Washington St.,2014,65.86,-0.740110913,19,0,0,14,2.74,1110,22,0,1,16,2.82,1335,27,0,2,15,2.7,602,27,0,1,12,2.52,274,26,0,0,14,2.46,130,pacten,76.21,0.051878586,62.65,-1.273017671,7,7,1,1,0,2,12,58,0,0,0,0,1,0,0
West Virginia,2014,78.81,0.295146062,21,0,3,14,2.95,1420,28,0,2,22,2.96,1722,28,0,1,24,2.93,787,22,0,3,15,2.95,624,20,0,5,13,3.15,1281,bigtwelve,66.75,-0.796588847,75.44,-0.002574763,6,6,1,0,0,3,3,46,0,0,1,0,0,0,0
Wisconsin,2014,83.89,0.70125459,25,0,4,14,2.88,1550,17,0,3,11,3,1268,12,0,3,7,3.08,587,20,0,3,15,3.05,767,24,0,0,21,2.88,160,bigten,85.79,0.91110882,81.02,0.551691963,5,3,1,1,0,1,6,14,1,0,0,0,0,0,0
Alabama,2015,100.92,2.353522466,24,4,15,5,3.96,3034,26,6,13,6,3.92,3263,25,4,13,8,3.84,3166,26,3,14,9,3.77,2621,22,3,14,5,3.91,2632,SEC,97.42,1.79833925,93.37,1.603619662,2,7,0,1,0,8,19,3,0,1,0,0,0,0,0
Arizona,2015,73.37,-0.205036933,25,0,0,20,2.8,1410,23,0,6,13,3.09,1675,25,0,2,18,2.88,1548,24,0,2,17,2.88,808,21,0,1,15,2.81,435,pacten,77.17,0.172014424,83.32,0.696457848,6,5,1,1,0,3,13,19,0,0,0,0,1,0,0
Arizona State,2015,76.8,0.113506034,23,0,7,15,3.26,2001,26,0,7,18,3.23,1918,24,0,3,18,3,1582,23,0,3,15,2.91,944,14,0,2,7,2.64,413,pacten,81.74,0.539041804,85.51,0.894137885,6,9,0,1,1,3,9,14,0,0,0,0,1,0,0
